192.168.1.95.53418 > 91.189.94.4.123 48
112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

111.13.105.118.443 > 192.168.1.95.43156 119

111.13.105.118.443 > 192.168.1.95.43156 6

112.49.48.48.443 > 192.168.1.95.39962 2680

111.13.105.118.443 > 192.168.1.95.43156 45

111.13.105.118.443 > 192.168.1.95.43156 177

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

117.185.17.208.80 > 192.168.1.95.40314 2904
117.185.17.208.80 > 192.168.1.95.40314 1192
117.185.17.208.80 > 192.168.1.95.40314 1
117.185.17.208.80 > 192.168.1.95.40314 2270
117.185.17.208.80 > 192.168.1.95.40314 5
112.49.48.48.443 > 192.168.1.95.39962 1340

112.49.48.48.443 > 192.168.1.95.39962 4020

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 8040

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 1340

112.49.48.48.443 > 192.168.1.95.39962 1340

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 10720

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 18760

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 32160

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 8040

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 29480

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 1340

112.49.48.48.443 > 192.168.1.95.39962 1340

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 1283

112.49.48.48.443 > 192.168.1.95.39962 1340

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 1340

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 5360

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 13400

112.49.48.48.443 > 192.168.1.95.39962 9689

112.49.48.48.443 > 192.168.1.95.39962 61640

112.49.48.48.443 > 192.168.1.95.39962 64320

112.49.48.48.443 > 192.168.1.95.39962 21440

112.49.48.48.443 > 192.168.1.95.39962 53600

112.49.48.48.443 > 192.168.1.95.39962 29480

112.49.48.48.443 > 192.168.1.95.39962 29936

192.168.1.95.48582 > 112.34.111.235.80 841
112.34.111.235.80 > 192.168.1.95.48582 256
192.168.1.95.39962 > 112.49.48.48.443 177

192.168.1.95.43616 > 112.49.51.48.443 517

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 2680

112.49.48.48.443 > 192.168.1.95.39962 1100

112.49.48.48.443 > 192.168.1.95.39962 38

112.49.51.48.443 > 192.168.1.95.43616 1248

112.49.51.48.443 > 192.168.1.95.43616 2680

192.168.1.95.43616 > 112.49.51.48.443 126

192.168.1.95.43616 > 112.49.51.48.443 194

112.49.51.48.443 > 192.168.1.95.43616 2680

112.49.51.48.443 > 192.168.1.95.43616 258

112.49.51.48.443 > 192.168.1.95.43616 78

192.168.1.95.43616 > 112.49.51.48.443 31

117.185.17.208.80 > 192.168.1.95.40316 818
192.168.1.95.48582 > 112.34.111.235.80 761
112.34.111.235.80 > 192.168.1.95.48582 256
192.168.1.95.53328 > 111.13.100.118.443 31

111.13.100.118.443 > 192.168.1.95.53328 31

192.168.1.95.40314 > 117.185.17.208.80 693
117.185.17.208.80 > 192.168.1.95.40314 353
192.168.1.95.42116 > 111.13.100.146.80 485
111.13.100.146.80 > 192.168.1.95.42116 1450
111.13.100.146.80 > 192.168.1.95.42116 1297
111.13.100.146.80 > 192.168.1.95.42116 5
192.168.1.95.41994 > 112.49.51.48.80 303
112.49.51.48.80 > 192.168.1.95.41994 2092
112.49.51.48.80 > 192.168.1.95.41994 5
192.168.1.95.41994 > 112.49.51.48.80 301
112.49.51.48.80 > 192.168.1.95.41994 1404
192.168.1.95.33964 > 183.232.231.118.80 621
183.232.231.118.80 > 192.168.1.95.33964 273
192.168.1.95.48582 > 112.34.111.235.80 826
112.34.111.235.80 > 192.168.1.95.48582 256
192.168.1.95.38376 > 111.13.105.59.443 517

111.13.105.59.443 > 192.168.1.95.38376 68

111.13.105.59.443 > 192.168.1.95.38376 3560

111.13.105.59.443 > 192.168.1.95.38376 338

111.13.105.59.443 > 192.168.1.95.38376 9

192.168.1.95.38376 > 111.13.105.59.443 126

111.13.105.59.443 > 192.168.1.95.38376 119

111.13.105.59.443 > 192.168.1.95.38376 6

111.13.105.59.443 > 192.168.1.95.38376 45

192.168.1.95.38376 > 111.13.105.59.443 31

111.13.105.59.443 > 192.168.1.95.38376 31

192.168.1.95.48620 > 112.34.111.235.80 788
192.168.1.95.48622 > 112.34.111.235.80 785
192.168.1.95.43156 > 111.13.105.118.443 767

192.168.1.95.48624 > 112.34.111.235.80 778
112.34.111.235.80 > 192.168.1.95.48620 256
112.34.111.235.80 > 192.168.1.95.48622 256
111.13.105.118.443 > 192.168.1.95.43156 177

112.34.111.235.80 > 192.168.1.95.48624 256
112.49.48.32.443 > 192.168.1.95.60964 46

112.49.48.32.443 > 192.168.1.95.60964 31

192.168.1.95.60964 > 112.49.48.32.443 46

192.168.1.95.60964 > 112.49.48.32.443 31

192.168.1.95.48620 > 112.34.111.235.80 788
192.168.1.95.48622 > 112.34.111.235.80 785
192.168.1.95.48624 > 112.34.111.235.80 777
112.34.111.235.80 > 192.168.1.95.48620 256
112.34.111.235.80 > 192.168.1.95.48622 256
192.168.1.95.43156 > 111.13.105.118.443 768

111.13.105.118.443 > 192.168.1.95.43156 177

112.34.111.235.80 > 192.168.1.95.48624 256
192.168.1.95.48622 > 112.34.111.235.80 788
192.168.1.95.48620 > 112.34.111.235.80 786
192.168.1.95.48624 > 112.34.111.235.80 778
192.168.1.95.43156 > 111.13.105.118.443 767

112.34.111.235.80 > 192.168.1.95.48622 256
112.34.111.235.80 > 192.168.1.95.48620 256
111.13.105.118.443 > 192.168.1.95.43156 177

112.34.111.235.80 > 192.168.1.95.48624 256
192.168.1.95.48622 > 112.34.111.235.80 788
192.168.1.95.48620 > 112.34.111.235.80 785
112.34.111.235.80 > 192.168.1.95.48620 256
112.34.111.235.80 > 192.168.1.95.48622 256
192.168.1.95.48624 > 112.34.111.235.80 776
112.34.111.235.80 > 192.168.1.95.48624 256
192.168.1.95.43156 > 111.13.105.118.443 768

111.13.105.118.443 > 192.168.1.95.43156 177

192.168.1.95.48622 > 112.34.111.235.80 788
192.168.1.95.48620 > 112.34.111.235.80 786
112.34.111.235.80 > 192.168.1.95.48620 256
112.34.111.235.80 > 192.168.1.95.48622 256
192.168.1.95.48624 > 112.34.111.235.80 776
192.168.1.95.43156 > 111.13.105.118.443 767

111.13.105.118.443 > 192.168.1.95.43156 177

112.34.111.235.80 > 192.168.1.95.48624 256
112.49.48.48.443 > 192.168.1.95.39962 46

192.168.1.95.39962 > 112.49.48.48.443 46

192.168.1.95.39962 > 112.49.48.48.443 31

112.49.48.48.443 > 192.168.1.95.39962 31

192.168.1.95.48622 > 112.34.111.235.80 787
192.168.1.95.48620 > 112.34.111.235.80 786
192.168.1.95.48624 > 112.34.111.235.80 778
192.168.1.95.43156 > 111.13.105.118.443 767

112.34.111.235.80 > 192.168.1.95.48620 256
112.34.111.235.80 > 192.168.1.95.48622 256
111.13.105.118.443 > 192.168.1.95.43156 177

112.34.111.235.80 > 192.168.1.95.48624 256
192.168.1.95.44008 > 91.189.89.198.123 48

192.168.1.95.48622 > 112.34.111.235.80 776
192.168.1.95.48620 > 112.34.111.235.80 845
192.168.1.95.43156 > 111.13.105.118.443 861

111.13.105.118.443 > 192.168.1.95.43156 177

112.34.111.235.80 > 192.168.1.95.48620 256
112.34.111.235.80 > 192.168.1.95.48622 256
192.168.1.95.48624 > 112.34.111.235.80 873
192.168.1.95.50324 > 112.47.20.159.80 412
112.47.20.159.80 > 192.168.1.95.50324 1452
112.47.20.159.80 > 192.168.1.95.50324 1452
112.47.20.159.80 > 192.168.1.95.50324 1214
112.47.20.159.80 > 192.168.1.95.50324 1452
112.47.20.159.80 > 192.168.1.95.50324 3140
112.34.111.235.80 > 192.168.1.95.48624 256
192.168.1.95.50596 > 54.191.241.246.443 213

192.168.1.95.50602 > 54.191.241.246.443 213

192.168.1.95.50598 > 54.191.241.246.443 213

192.168.1.95.50604 > 54.191.241.246.443 213

192.168.1.95.50606 > 54.191.241.246.443 213

54.191.241.246.443 > 192.168.1.95.50602 1428

192.168.1.95.50610 > 54.191.241.246.443 213

54.191.241.246.443 > 192.168.1.95.50596 3403

192.168.1.95.50596 > 54.191.241.246.443 126

192.168.1.95.41220 > 117.18.237.29.80 450
54.191.241.246.443 > 192.168.1.95.50598 3403

192.168.1.95.50598 > 54.191.241.246.443 126

192.168.1.95.41222 > 117.18.237.29.80 450
117.18.237.29.80 > 192.168.1.95.41220 787
54.191.241.246.443 > 192.168.1.95.50604 547

192.168.1.95.50596 > 54.191.241.246.443 2880

192.168.1.95.50596 > 54.191.241.246.443 2040

117.18.237.29.80 > 192.168.1.95.41222 787
54.191.241.246.443 > 192.168.1.95.50606 3403

54.191.241.246.443 > 192.168.1.95.50610 3403

54.191.241.246.443 > 192.168.1.95.50598 51

54.191.241.246.443 > 192.168.1.95.50596 51

192.168.1.95.50606 > 54.191.241.246.443 126

192.168.1.95.50610 > 54.191.241.246.443 126

192.168.1.95.50598 > 54.191.241.246.443 2880

192.168.1.95.50598 > 54.191.241.246.443 1577

54.191.241.246.443 > 192.168.1.95.50602 1428

54.191.241.246.443 > 192.168.1.95.50596 156

54.191.241.246.443 > 192.168.1.95.50604 2856

192.168.1.95.50604 > 54.191.241.246.443 126

192.168.1.95.50604 > 54.191.241.246.443 2594

54.191.241.246.443 > 192.168.1.95.50598 156

54.191.241.246.443 > 192.168.1.95.50610 51

54.191.241.246.443 > 192.168.1.95.50606 51

192.168.1.95.41784 > 112.51.125.225.80 322
192.168.1.95.41786 > 112.51.125.225.80 392
192.168.1.95.50350 > 112.47.20.159.80 386
192.168.1.95.41790 > 112.51.125.225.80 348
192.168.1.95.50360 > 112.47.20.159.80 378
192.168.1.95.52528 > 112.47.23.229.80 334
192.168.1.95.41788 > 112.51.125.225.80 395
192.168.1.95.50354 > 112.47.20.159.80 374
192.168.1.95.50356 > 112.47.20.159.80 375
112.51.125.225.80 > 192.168.1.95.41784 3468
192.168.1.95.50358 > 112.47.20.159.80 378
192.168.1.95.50352 > 112.47.20.159.80 373
112.51.125.225.80 > 192.168.1.95.41790 2226
112.51.125.225.80 > 192.168.1.95.41786 1020
112.47.23.229.80 > 192.168.1.95.52528 505
112.47.23.229.80 > 192.168.1.95.52528 2904
112.47.23.229.80 > 192.168.1.95.52528 308
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 2904
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50360 1062
112.51.125.225.80 > 192.168.1.95.41788 291
112.51.125.225.80 > 192.168.1.95.41788 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 2904
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 969
112.47.20.159.80 > 192.168.1.95.50354 7260
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50354 2904
112.47.20.159.80 > 192.168.1.95.50354 1434
112.47.20.159.80 > 192.168.1.95.50356 1452
112.47.20.159.80 > 192.168.1.95.50356 1468
112.47.20.159.80 > 192.168.1.95.50356 205
112.51.125.225.80 > 192.168.1.95.41788 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1222
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 654
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50352 142
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 1215
112.47.20.159.80 > 192.168.1.95.50350 4096
112.47.20.159.80 > 192.168.1.95.50350 2904
112.47.20.159.80 > 192.168.1.95.50350 1192
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 2644
